CRM Address ID,Name,Company CRM ID,Street,Street2,City,State,Zip,Country
6F48AAC8-061C-46EF-A1D4-02EEDF3E09E5,Shipping Address,982C0CF2-B73B-4A3E-8152-DA84D3685E84,Receiving - Main CCR,500 N. Sierra St,Reno,NV,89503,United States
ED017138-B079-49B5-BA11-05FF7368C6C1,Shipping Address,7F19EE47-A447-4F9F-B471-94097454EE62,6331 Hollywood Blvd,,Los Angeles,CA,90028,United States
8BAB4C9D-86F6-45D0-85FF-064D3A38E9DA,Billing Address,2979EB49-F06B-4B50-BF26-A677D65CF9F0,63 Atlantic Ave.,,Boston,NE,2110,United States
D9176295-7EEF-4090-A67E-069452D45F68,Billing Address,9358E0E0-B349-49E9-A9A4-6D03EA2A398A,PO Box 86507,,Madeira Beach,FL,33738,United States
5D0EA6A2-1E18-47C8-9214-0BAD05595B99,Billing Address,231826E7-684B-4B79-9395-81DF9CCA050E,80 M St SE,Floor 1,Washington,DC,20003,United States
64BE7558-7EF2-4D81-A6CF-0DDE0C2F37B3,Billing Address,59221EE4-A8EE-4003-9B37-55381026CD27,11828 La Grange Avenue,,LA,CA,90025,United States
0B250C1C-6E4E-4053-AC39-10C8EB3856A0,Billing Address,991E3E49-3DB9-4C4D-8326-276C952FF249,1503 SW 22nd Way,,Boynton Beach,FL,33426,United States
A3E42E8B-7ABC-49E6-AFB9-113C8339C9E7,Billing Address,23385D9A-5481-41D3-AB1D-57DE85AEB224,1839 Fort Worth Ave,,Dallas,TX,75208,United States
C3D997DA-5441-438E-9DD0-1510F2122C3E,Shipping Address,DA2E52C1-DCA6-45A5-8A8B-DF8103B6BE83,211 S New Hope Rd ,,Raleigh ,NC,27610,United States
CEBD0FDD-8C63-4378-A77C-159FE1031C6A,Billing Address,91B04C69-AB11-45E9-8D17-23A6D5FBEF14,Norman Manley Blvd,,Negril,,,Jamaica
426C7737-318B-4420-88E9-18189B0BEF39,Billing Address,83D29ED7-3AA5-4A9E-8B15-CF91E7EB75C5,1 Point Street ,,,,,United States
DDC04A8D-70C1-418D-BDA3-1946AB9B8992,Billing Address,88483EC3-A3ED-408F-8B70-4BCE7D8284C4,135 Street West,,"Foothils, AB",,,Canada
A3259E14-9ECD-49A0-BC31-19B5B6E8A7E0,Billing Address,6AC08EF5-A4B8-4576-B451-E00DED00FC3C,Hotel E LLC C/O Hugh Futrell Corporation,"200 4th St, Suite 240",Santa Rosa,CA,95401,United States
EAAA4805-0F8A-4841-8CB0-1B9C0827CD02,Shipping Address,8623B52C-C122-4D19-BE82-AA7EC40EE30E,8840 Hamilton RD,Attention: Chintu Patel,Southaven,MS,38671,United States
F45E0D47-9620-4892-B5A3-1BB2724F1E7E,Shipping Address,B687040B-085F-4C99-B468-E665DEFEFF4A,Sullivan Moving & Storage  c/o Mii amo ,1439 S 40th Ave Suite 200A,Phoenix,AZ,85009,United States
908B0898-BD05-492C-96F2-1DA10B155334,Billing Address,78139225-0431-4040-A57C-92FADB1ABC34,6601 Adventure Way -  possible old address,,,,,United States
80D6BC19-8BC1-44B0-BEE6-1E22061D377E,Shipping Address,32F924C7-D583-4BD3-AE86-12DB46651B0C,619 S Gulfview Blvd,,Clearwater Beach,FL,33767,United States
B46BD9DA-7222-4B49-927C-20CEB88278E5,Shipping Address,542ECE63-4BCA-4943-9805-9E5452640F5A,4000 Coronado Bay Rd,ATTN: Harry Brock,Coronado ,CA,92118,United States
927681C9-E2C7-4484-A580-20D1ECF6723F,Shipping Address,7482904B-6CD1-401E-AD4D-F14E3B2B2334,"Warehouse (Attn: Elias Perdomo, Optional Clayton Melson)",6800 Lakewood Plaza,Orlando,FL,32819,United States
0115C280-05EE-4826-87D8-21530692EB74,Billing Address,CAC2C747-4D91-4D83-98A8-630CBA1ABA06,HWCC-Tunica LLC,1150 Casino Strip Resorts Blvd.,Tunica Resorts,MS,38664,United States
EBE1F883-4630-4E2B-9E7B-23952ECB8355,Shipping Address,C04178C6-40DD-4E8F-BFE7-484463B99F23,292 B Ajose Adeogun St,,Victoria Islands,,,Nigeria
1CAD45CB-E207-4902-9530-247EACFBC712,Shipping Address,9BAB3A96-AE7D-41A6-B7F8-048084361A05,"Peter van der Sleesen, Linkvue Communications Pty Ltd","Unit 11, 31 Wentworth Street",Greenacre,New South Wales,2190,Australia
DF287B7E-DD76-41A9-A6BB-2973A26F2F13,Shipping Address,62B6F17C-399F-497C-8CF6-E8D4C10C16F3,8200 Surf Drive ,,,,,United States
E38A51C4-65A3-4AA1-AD9E-2A584AFE27CB,Shipping Address,D34F53F4-DCD6-4CFC-8142-14D68864C850,"275 Veronica Lane, Suite 300",,,,,United States
78D8E302-EA23-4F5A-A520-2CA0BAAAF268,Shipping Address,A1ED3C62-B226-4444-950C-50B6B07F1C57,Bill Johnson,"1032 Irving St, PMB 730",San Francisco,CA,94122,United States
A3C0FA84-0235-4C26-8A3C-2D2C1F0648D4,Billing Address,EE598F60-EC9C-4082-958D-9E0630ADAE3E,PO Box 1037,,Cannon Beach,OR,97110,United States
A2C89AEE-1668-4A5B-997C-30FCFC8FDA41,Shipping Address,F39D8123-8107-4922-B3C3-004DB970BD38,0075 Pond Road,,Eagle,CO,81631,United States
CD8E54D4-552A-4CD6-9EA1-31251E42EDC7,Shipping Address,5389E7FC-39E3-476C-8A04-D374C65427EB,15100 Front Beach Rd,,,,,United States
2538CA25-8610-41BD-933A-31733E3F6FFA,Shipping Address,B11DC553-0820-4C9D-9795-C3664E2D5FB2,Priority Express Logistics (Allurecv),"10728 S Pipeline Rd, suite D",Hurst,TX,76053,United States
C8AA9E5A-229C-43EF-8676-3183BFA49A3C,Shipping Address,C2E2054D-3BD0-497B-B72F-6A3141094DBF,205 Nicholas Blvd,,Sparks,NV,89431,United States
C2CD1D36-6457-4EC4-A646-33DA76394AF0,Shipping Address,8010210C-C933-4FDF-8AB4-1D7163A69BC5,ddadasda,,,,,United States
0ACEDDD5-C0CA-4672-A5C9-342C6705DB98,Shipping Address,FC27B925-9B8F-4443-842F-E46813B6EEB7,6208 Paradise Valley Rd,,Cresno,PA,18326,United States
7E65716C-B761-4897-9B19-350AB4D1EC5B,Shipping Address,4445E478-2D13-4320-B868-7578A0F6CBF1,ATTN: All Aboard Front Office,1575 Aviation Center Pkwy,Daytona Beach,FL,32114,United States
4CB02B10-D6F1-42E4-9A22-356C363C3CC4,Shipping Address,8E40BF3E-206A-4D39-8D73-3C581A16B48C,Alaia Belize/Belize Fright,3340 Greens Rd Suite 450,Houston,TX,77032,United States
D152F3B2-CC38-4691-9105-380B8991501D,Billing Address,916C594A-BC23-4F1F-8033-2A36ECD9DBD9,"1620 Fifth Ave, Suite 800",,San Diego ,CA,92101,United States
96A97A64-5658-4A4F-8B41-3825BB0B07F3,Shipping Address,8B5033E5-FD22-4F78-AE41-38E3C6B97F83,120 Andrews Still Court,,,,,United States
BF5ABFD1-803B-48B3-950A-38B991F77CC8,Shipping Address,65D8755C-8A6C-4D1A-B581-BCF779B1C947,1812 Hwy 14 East,,Selma,AL,36703,United States
7D2702E7-3B34-4F3A-A43C-38EA38310878,Shipping Address,0292BD0A-30F4-4B87-A190-1245E44389EF,Bad Mailing address,2710 5th Street,,,,United States
C7443928-E2D1-4FC0-9A5B-394D71AF2F29,Shipping Address,05F5D907-F55D-4F61-A82E-D4FFC9FA0D26,Warehouse (Attn: Elias Perdomo Optional Clayton Melson),6800 Lakewood Plaza,Orlando,FL,32819,United States
87C13DEC-588D-4237-AB3C-39EE95DFA3C7,Shipping Address,FC5B9475-09BA-43CE-A52F-9990F9F53905,400 Royal Hawaiian Ave,,Honolulu,HI,96815,United States
494020C1-46CF-4B24-8DD1-3C990E223999,Shipping Address,D56B79DF-B553-40DC-9417-0D6847EE94A3,1307 E 24th St ,,Lynn Haven ,FL,32444,United States
407C9DE5-B2CD-46C3-87B4-3C9A858D6933,Billing Address,98F53D25-EAF6-4188-8B86-913663320133,667 Madison Ave ,Suite 8087,New York,NY,10065,United States
750F18D6-C85B-4FD9-86A3-3CEBDE2C1E5E,Shipping Address,0400EAD4-A7CF-4E7B-B37D-7EA57F17B714,"Warehouse (Attn: Elias Perdomo, Optional Clayton Melson)",6800 Lakewood Plaza,Orlando,FL,32819,United States
C19070F6-2831-4AF8-BACF-3DB4CFD3571B,Billing Address,357290A4-9882-43BA-A98E-A67BC233E84A,Accounting/Human Resources,PO Box 2887,Vero Beach,FL,32961,United States
F020C67F-1730-493E-8A09-3F9922D6349D,Shipping Address,7AC7A483-5766-4971-8387-4A981F7ED60E,10 Emerald Merit Rd,,Sint Maarten,,,United States
2CD707F9-D1B9-44F7-B7BB-401DC6F6BFDE,Shipping Address,5A50B642-2009-443C-B3A4-0D561917D925,518 Stewart Ave,,Ithaca,NY,14850,United States
EA7F33D1-6576-4265-9F6D-402B985EFE68,Shipping Address,C65CFB0B-682E-4CF4-861C-59FD441E8FD7,600 State Highway 23 ,,Wisconsin Dells,WI,53965,United States
9DB3AEF9-E7A4-4AC4-BF0E-40AFA2FD0259,Shipping Address,A4ED88C5-B267-4090-A15A-F26C805C8998,Hospitality Internet Ltd,802 Beach Rd Browns Bay,Auckland 0630 ,,,NEW ZEALAND
9293C963-5F74-436E-948A-411D8BBC36DF,Shipping Address,2AEE201B-F69C-44FD-97E8-933EA86AD663,5967 W. 3rd St. Suite 205,,Los Angeles,CA,90036,United States
9F9CDDB1-6CD1-47EC-9F8F-41EB8492AD09,Billing Address,D5CEA906-537D-4920-BD6B-24A994B64961,"The Becker Group, Inc.",40 South Ash Street,Ventura,CA,93001,United States
9B49EA5E-EC9D-46A1-8C91-4465F1BC841C,Shipping Address,9FAE74BE-BD4E-4269-9315-FB5DBCD7E0D9,FIF Logistics,3722 NW 73 RD STREET,Miami,FL,33147,United States
A1BD305A-ED40-47E4-AAC3-44B8C22D5348,Billing Address,8EDC13FF-9656-423D-8E22-04F2726016A7,CFT NV KIM WOO R/E LLC. 1683 Walnut Grove Avenue,,Rosemead,CA,91770,United States
C4FD16B5-28F1-460C-B299-44FEC98EC489,Shipping Address,84D50DDA-A529-40EB-8018-9A0601079669,2816 Abaca Ct,,Las Vegas,NV,89117,United States
3D65984D-8922-46E7-8461-4545CD3B2B1D,Shipping Address,FA5F6BA2-6895-4991-AAA7-5D3208009583,"Warehouse (Attn: Elias Perdomo, Optional Clayton Melson)",6800 Lakewood Plaza,Orlando,FL,32819,United States
1942AE6D-5942-4CEA-8BEA-45C69031AC8E,Billing Address,3A54D0A2-C8F9-455F-9FDA-D5B84470917D,Excel Hotel Group/Staybridge Suites Austin Northwest,10660 Scripps Ranch Blvd Suite 100,San Diego,CA,92131,United States
5FA7C936-45EC-4B97-962A-4768DAA1ADE2,Shipping Address,CBEC644D-463C-446B-829B-198EFEA33101,"Via Johann Georg Mahl, 40",,"Brunico, Bolzano",,39031,Italy
A30F48A9-3DBB-48C7-8ACE-48A496C6D1C3,Shipping Address,A7D6C766-3E10-44D4-96A1-7028969FB52E,10511 Front Beach Rd ,,,,,United States
B2C77F79-E0F1-4085-B771-49D19E448A76,Shipping Address,474FD5C1-4FBB-4C3D-8EFE-33F23EB05621,"Green Fig Resort/ RSD INT - Castries, St Lucia",13155 NW 19th Lane,Doral,FL,33182,United States
E08AE13B-89FC-45C8-B0F9-4AB9610F09B7,Shipping Address,39E32F8E-C808-4FFD-9845-4A5D3A13128A,11115 Front Beach Rd,,,,,United States
819AF311-416E-4CD7-9B67-4BE6D086DE8C,Shipping Address,E9331EBE-4D2B-4223-AD7C-C4DA96367B12,Newport Construction LLC,"Letter returned 1111 Town Square Place, 3rd FL",Jersey City,NJ,7310,United States
C17742C3-4599-4CA4-AFEA-4C0B389BF361,Shipping Address,AAB364A6-FEFD-4BBD-90FA-5DCD6D972A4A,MCCS Property and Receiving,Bldg. 6329 Bauer Rd,San Diego,CA,92145,United States
E13AC449-EA36-4367-AAFF-4E10DA2579C5,Shipping Address,F1303018-5B09-46EC-8F52-AEEF1DFAFB3A,4401 W. Sunset Blvd,,,CA,90027,United States
C22217DF-1BAC-4035-9F72-4E5FD22532FB,Billing Address,FC27B925-9B8F-4443-842F-E46813B6EEB7,PO Box 99,Finance Department,Mt. Pocono,PA,18344,United States
3ED01C6D-275E-45E6-A95B-4F38E1A6331D,Shipping Address,0EED0AAD-2A4D-45F4-92FF-450B7F60B50D,832 Martin Luther King Rd,,Charenton,LA,70523,United States
7ACC8BD5-C58E-4073-A15B-4FE4BE921516,Shipping Address,98F53D25-EAF6-4188-8B86-913663320133,Solow Realty,9 West 57th Street Level 2B,New York,NY,10019,United States
BEAF75E3-8099-412F-A687-515D1E888AA3,Billing Address,4621A998-F597-4D07-BA9D-D658B2BCDB32,150 NE 38TH Street #2,,Oakland Park ,FL,33334,United States
14369156-0EE1-4D39-BF12-521B77028049,Shipping Address,80580691-D1D2-41BC-AF0F-76F930742B21,"Warehouse (Attn: Elias Perdomo, Optional Clayton Melson)",6800 Lakewood Plaza,Orlando,FL,32819,United States
EDE3E650-748B-4936-818C-524B9ED0BDFA,Billing Address,9418754F-C103-4DB7-BD71-DD80AE3263A8,c/o Realty Operations Group,PO Box 2010,Hazleton,PA,18201-0676,United States
90E4B052-F317-4CE2-A955-532F2F489216,Billing Address,58A2D7EA-FDE7-4B75-AC48-E617260300CE,1839 Fort Worth Ave,,Dallas,TX,75208,United States
147E363C-EB48-4B8C-BCE3-53CC90EA9B1C,Billing Address,C73DC501-B91C-4F43-9B4D-600A41946EF1,500 E 84th Ave,Suite A-10,Thornton,CO,80229,United States
D75CAC9C-74FE-44A4-83F1-547370FE6101,Billing Address,5832A683-CDFD-4C7D-9DBA-071556F343AD,BayStar Hotel Group LLC - Attn: A/P - CLWLS,"500 N Westshore Blvd, Suite 740",Tampa,FL,33609,United States
076D9C58-2DCD-47E5-9EC1-56E3D88BB14C,Shipping Address,718C95E3-E4F8-4C6D-8AC8-DC6EE585357E,Setho Roma,Via Urbana 158,"Roma, RM",,184,Italy
339CBBDF-C605-48E1-AC7E-57FE0956EAB6,Billing Address,16E8A9B8-F2A9-444F-8D7E-CEFD375D1A55,1901 Main Street,Suite 150,Irvine,CA,92614,United States
082D77C0-C9BC-4605-9822-5A853420A4EB,Shipping Address,DF8BCD31-EF5D-404E-96BC-6CA66873BE25,1308 L. Ron Hubbard Way,,Los Angeles,CA,90027,United States
A6530743-07C0-4C7F-B49C-5E097A493D96,Shipping Address,4CA39148-4373-4357-886E-CE893492049B,Crowne Plaza Rome - St. Peter's,"Via Aurelia Antica, 415",165,,"Roma, RM",United States
E2DFC617-A50B-47AA-885B-5E66703C30C8,Shipping Address,AFC7AB46-9A53-4559-BAAD-7199C316E6F6,the NW quadrant of Sherman with Hwy 82 as it s southern boundary and being less than 1 mile from Hwy 75 to the East,,,,,United States
F79642B7-78F8-4C14-BEEC-6007E6A4A38C,Shipping Address,98B489E0-47E3-448C-AB78-2C7B73DD3A6C,"C/O: Atton Hotels, LLC","9200 S Dadeland Blvd, Suite 225",Miami,FL,33156,United States
4FAB28FB-D70E-45A2-96EE-60FBEA26BC6E,Billing Address,FE500B05-C778-4FB2-808B-8FC5E89DD9D4,P.O. Box 63641,,Irvine,CA,92602,United States
1231083A-3F98-49D8-9A86-61B7D27F2F86,Billing Address,0AAB9448-E698-4167-B6BD-05EFAB4D206C,Pure Progress,,,,,United States
2F0BC4B1-C599-43C4-A9A4-6267823E74B1,Billing Address,128A6746-9195-4F94-A75B-822DE5D17118,2665 S. Bayshore Dr.,,Coconut Grove,FL,33133,United States
1CBBC179-D65E-47C0-82F9-6460FD79788D,Billing Address,CBF5958A-7FD6-4005-8985-58FED2E2D576,c/o Realty Operations Group,55151,,,,United States
1460CD07-FDB9-4598-8A9E-6509478E3805,Billing Address,8F50677E-BB94-4141-B688-F03417267220,1683 Walnut Grove Ave,,Rosemead,CA,91770,United States
78A7D37C-F7DC-4678-A33B-65AE9F43308B,Billing Address,EED494E8-1E6C-496F-9E09-6D3C1A369F00,"E-Z 8 Motels, Inc.",2484 Hotel Circle Place,San Diego,CA,92108,United States
1BB5B9D6-DD33-4283-97EF-6618FB8EA661,Shipping Address,548E93AC-5E66-4C36-8975-057513B7683B,5110 Lancaster Street,,Harrisburg,PA,17111,United States
2D41AB16-D9B8-4EE0-AD5F-694ADE1AB799,Shipping Address,87C7C2ED-D2B8-46EF-B1FE-515C3ED8E824,15413 Front Beach Rd,,,,,United States
14A36FC9-6DC3-4457-B20B-69CA63A887CB,Shipping Address,4F6DBCD7-9493-4255-93F3-C31D40B4DB16,3850 San Augustine Drive,,,CA,91206,United States
1EDDEB80-4BFB-4358-811C-6A0F9157B9C9,Shipping Address,A9CF30A8-0865-4142-8544-BC70EF1A9F5A,109 West 38th St,Suite 1004,New York,NY,10018,United States
0E6B1681-6A10-42C0-B452-6A377A96835C,Shipping Address,BCA1D76B-4E85-4929-AF8A-859904206414,FIF Logistics 3722 NW 73rd St,,Miami,FL,33147,United States
00FF9806-DE36-448F-A4DE-6D4728834CD8,Billing Address,CCD43B32-2BFC-404C-B3F2-A84031D28AB3,FT Melbourne Inc,4040 Galt Ocean Dr,Fort Lauderdale,FL,33308,United States
5652080A-B057-4E09-9D03-6E525DC26FE0,Shipping Address,58B5D2F6-7D0E-4B0D-BDAC-B0B1C7F78D4D,"Warehouse (Attn: Elias Perdomo, Optional Clayton Melson)",6800 Lakewood Plaza,Orlando,FL,32819,United States
61C84A38-EED2-44E2-8082-70C94FF51603,Billing Address,BB7288BF-25C6-42C0-9AB9-246A426712F8,1625 Buffalo Ave Ste 2D ,,Niagra Falls,NY,14303,United States
0DF896E8-1B4B-4879-882A-72857CFCD586,Shipping Address,9418754F-C103-4DB7-BD71-DD80AE3263A8,417 East 57th Street,,NY,NY,10022,United States
